month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,ID,target
3,11500,10,32,male,Secondary special education,Household appliances,1,2,26000,Another,0,0,415,0
6,29000,18,23,male,Secondary special education,Cell phones,1,2,31000,Another,1,1,803,0
4,10000,3,37,female,Secondary special education,Computers,1,2,41000,Another,1,0,530,0
11,18500,18,43,female,Secondary education,Household appliances,0,1,41000,Another,0,1,1539,0
12,19500,10,22,female,Higher education,Household appliances,0,2,31000,Another,3,0,1658,0
8,24000,6,49,female,Secondary special education,Household appliances,0,2,26000,Another,3,1,961,0
1,26500,24,58,female,Higher education,Household appliances,1,0,26000,Another,1,0,55,0
3,24500,12,29,female,Higher education,Household appliances,0,2,31000,Another,1,0,288,0
7,103000,24,59,male,Higher education,Cosmetics and beauty services,1,2,36000,Another,1,1,904,0
2,41000,5,20,female,Incomplete higher education,Auto,0,1,61000,Married,1,1,200,0
11,39000,24,22,female,Incomplete higher education,Computers,0,2,41000,Another,1,0,1476,0
9,28000,12,31,male,Incomplete higher education,Household appliances,1,0,31000,Another,1,1,1140,0
2,10000,6,23,female,Incomplete higher education,Household appliances,1,2,19000,Another,0,0,220,0
10,34000,6,43,male,Higher education,Clothing,0,2,41000,Another,1,1,1304,0
11,23500,18,31,female,Secondary education,Household appliances,1,2,28000,Another,1,1,1478,0
2,23500,10,41,male,Secondary special education,Household appliances,1,2,46000,Another,1,0,248,0
6,15000,6,43,female,Secondary special education,Household appliances,1,2,44000,Another,1,1,790,0
6,26000,15,35,male,Higher education,Cell phones,1,2,26000,Another,2,1,781,0
1,7000,12,39,male,Secondary special education,Cell phones,0,2,21000,Another,0,0,1,0
1,8000,6,24,female,Secondary special education,Cell phones,0,2,16000,Married,1,1,72,0
3,39000,24,30,male,Higher education,Household appliances,1,2,31000,Another,3,1,388,0
8,45000,11,27,male,Higher education,Household appliances,1,2,21000,Another,1,1,1083,0
8,40500,12,25,male,Secondary special education,Cell phones,1,2,26000,Married,1,1,993,1
6,8500,6,78,male,Higher education,Household appliances,0,2,16000,Another,0,1,753,0
7,71500,12,64,male,Secondary special education,Windows & Doors,1,2,21000,Married,1,1,815,0
5,38500,12,39,female,Secondary special education,Cell phones,1,0,46000,Unmarried,1,1,668,1
3,24000,12,23,male,Secondary special education,Cell phones,0,2,26000,Married,0,1,406,0
11,8500,12,20,male,Secondary special education,Cell phones,0,2,13000,Married,1,1,1471,1
10,37000,10,41,female,Higher education,Cell phones,0,2,61000,Another,1,1,1353,0
2,16000,12,32,male,Secondary special education,Medical services,1,2,31000,Married,3,0,280,0
4,13000,6,50,male,Secondary special education,Computers,1,2,19000,Another,3,0,556,0
6,13500,18,60,male,Secondary special education,Household appliances,0,2,13000,Another,1,1,792,0
11,69000,24,36,male,Secondary special education,Household appliances,1,2,17000,Another,2,1,1468,0
3,18000,8,26,female,Secondary special education,Furniture,0,2,26000,Another,0,1,331,0
1,31000,12,28,male,Secondary special education,Household appliances,0,2,21000,Another,1,1,106,1
8,41500,12,49,male,Higher education,Furniture,0,2,19000,Married,1,0,1039,0
8,16500,10,53,male,Secondary education,Household appliances,0,2,21000,Another,0,0,948,0
7,14500,10,39,male,Higher education,Household appliances,0,2,26000,Another,1,1,855,0
10,6000,4,23,female,Secondary special education,Household appliances,0,2,51000,Another,0,1,1310,0
12,19000,12,28,male,Higher education,Cell phones,0,2,21000,Another,1,1,1575,0
3,20000,4,28,female,Secondary special education,Cell phones,1,2,51000,Unmarried,4,1,393,0
12,23500,6,40,female,Secondary special education,Household appliances,0,2,31000,Another,1,1,1590,0
3,27500,12,28,female,Higher education,Cell phones,0,2,41000,Another,0,1,289,0
6,30000,16,45,male,Secondary special education,Household appliances,1,2,31000,Married,1,0,742,0
12,43000,24,28,male,Higher education,Cosmetics and beauty services,0,2,46000,Married,2,1,1693,0
12,14500,10,39,male,Secondary education,Windows & Doors,1,2,18000,Another,0,0,1598,0
11,19000,12,53,male,Higher education,Household appliances,0,0,56000,Another,0,1,1407,0
7,7500,3,31,female,Secondary special education,Furniture,1,2,20000,Another,1,1,909,0
1,20500,12,37,female,Secondary special education,Household appliances,1,0,21000,Another,0,1,108,0
12,21500,10,28,male,Secondary special education,Household appliances,1,0,46000,Another,3,0,1660,0
12,29500,12,20,male,Secondary special education,Tourism,0,2,26000,Another,3,1,1571,0
1,13000,6,20,male,Higher education,Household appliances,0,2,19000,Married,1,1,18,0
11,34000,12,39,female,Higher education,Household appliances,0,0,36000,Married,1,1,1455,0
1,22500,18,42,male,Secondary special education,Furniture,0,2,13000,Another,1,1,94,0
2,35000,8,36,male,Secondary special education,Household appliances,0,2,61000,Another,2,1,183,0
8,9500,4,34,female,Secondary education,Household appliances,0,2,31000,Another,0,0,1019,0
11,53000,6,55,female,Higher education,Household appliances,1,1,81000,Married,1,1,1398,0
9,109000,36,44,male,Higher education,Furniture,0,2,26000,Another,2,1,1100,0
12,15500,12,42,female,Secondary education,Computers,0,2,36000,Another,1,1,1605,0
8,27500,24,35,male,Secondary special education,Household appliances,1,2,31000,Unmarried,1,0,1081,0
7,20000,24,22,female,Secondary special education,Household appliances,0,2,16000,Another,0,0,910,0
9,17500,24,35,female,Higher education,Furniture,1,2,41000,Another,1,1,1131,0
8,34500,10,27,female,Higher education,Cell phones,0,2,31000,Another,2,0,995,0
12,14500,12,24,female,Secondary special education,Jewelry,1,2,26000,Another,0,1,1611,0
3,13000,10,45,female,Secondary education,Cell phones,1,2,26000,Married,2,0,302,0
12,7000,3,40,female,Secondary education,Cell phones,0,2,60000,Another,2,1,1620,0
10,14000,4,47,female,Secondary special education,Furniture,1,1,36000,Married,0,1,1377,0
10,23500,18,38,female,Secondary special education,Household appliances,1,2,41000,Another,3,0,1352,0
1,14500,12,25,female,Higher education,Cell phones,0,2,26000,Married,0,1,5,0
7,11500,6,49,male,Secondary education,Cell phones,0,2,41000,Another,4,1,880,0
6,20000,3,24,female,Secondary special education,Furniture,1,2,14000,Another,2,1,780,0
4,21500,18,42,male,Secondary special education,Cell phones,1,2,21000,Married,1,1,469,0
2,20000,12,21,male,Secondary education,Furniture,0,2,15000,Married,3,1,171,0
9,15500,6,29,female,Secondary special education,Household appliances,0,2,21000,Another,1,1,1124,0
7,60500,15,44,male,Incomplete higher education,Tourism,0,2,41000,Unmarried,0,0,861,0
5,17500,12,24,male,Secondary education,Cell phones,0,2,21000,Another,3,0,675,1
11,48500,15,23,male,Incomplete higher education,Computers,0,2,34000,Another,1,1,1530,0
8,43000,10,33,male,Secondary special education,Windows & Doors,1,0,28000,Married,0,0,1068,0
10,21500,12,27,female,Higher education,Cell phones,1,2,39000,Another,1,0,1339,0
5,38000,12,42,female,Secondary education,Cell phones,0,2,18000,Another,1,1,652,0
12,24000,6,43,male,Secondary special education,Furniture,0,2,26000,Another,0,0,1594,0
3,7000,12,23,female,Secondary special education,Cell phones,1,2,16000,Unmarried,0,1,304,0
7,29500,12,64,male,Secondary special education,Furniture,0,2,12000,Another,3,0,812,0
4,9000,10,25,male,Secondary special education,Furniture,0,2,36000,Another,2,0,596,0
12,62000,24,31,female,Secondary special education,Household appliances,1,2,31000,Married,0,1,1630,0
3,6000,3,28,female,Higher education,Household appliances,1,2,36000,Married,2,1,345,0
1,15500,10,25,female,Secondary education,Household appliances,0,2,19000,Another,1,1,65,1
1,26000,12,26,female,Secondary special education,Computers,0,2,16000,Married,2,1,125,0
10,14000,10,39,female,Higher education,Cell phones,1,2,26000,Another,2,0,1329,0
6,19000,12,23,female,Secondary special education,Cell phones,0,2,26000,Married,1,1,694,0
8,14500,8,23,female,Secondary special education,Household appliances,1,2,26000,Another,2,1,998,0
9,28500,12,30,female,Secondary special education,Computers,0,1,31000,Married,1,1,1130,0
8,21000,15,29,male,Secondary special education,Household appliances,0,2,36000,Another,2,1,1041,0
2,28000,12,43,female,Incomplete higher education,Computers,1,2,16000,Married,1,1,261,0
1,17000,12,39,male,Secondary special education,Cell phones,0,2,21000,Married,2,1,80,0
10,28000,24,53,female,Secondary special education,Household appliances,0,2,36000,Married,0,1,1234,0
2,22500,10,42,female,Higher education,Garden equipment,1,2,21000,Married,2,1,241,0
9,21500,12,62,male,Secondary education,Household appliances,1,2,16000,Another,1,1,1228,0
7,89000,30,23,female,Secondary special education,Boats,0,0,41000,Another,0,0,881,0
8,9500,3,51,male,Secondary special education,Household appliances,0,2,16000,Another,1,0,1025,0
10,91000,24,39,male,Secondary special education,Cosmetics and beauty services,1,2,51000,Married,0,1,1279,0
11,14500,12,35,female,Secondary special education,Cell phones,0,2,19000,Unmarried,1,1,1515,0
3,14000,8,33,female,Secondary special education,Cell phones,0,2,26000,Another,2,1,318,1
9,13500,10,26,female,Higher education,Cell phones,0,2,31000,Another,0,0,1238,0
7,15000,6,27,female,Higher education,Household appliances,0,2,33000,Another,1,0,833,0
9,36500,24,25,female,Secondary special education,Household appliances,0,2,32000,Another,0,1,1101,1
4,103000,12,61,male,Secondary special education,Household appliances,0,2,18000,Another,1,1,498,0
3,50000,18,26,female,Higher education,Audio & Video,0,1,71000,Married,2,1,420,0
3,16000,15,38,female,Higher education,Auto,1,2,51000,Another,0,0,403,0
2,69000,15,64,female,Higher education,Tourism,0,2,26000,Another,1,0,216,0
12,24500,9,38,female,Incomplete higher education,Household appliances,1,2,31000,Another,0,1,1623,0
1,84500,18,40,male,Secondary special education,Tourism,1,2,61000,Married,1,0,67,0
10,8500,10,31,female,Secondary special education,Cell phones,1,2,26000,Married,0,0,1349,0
11,145000,36,26,female,Higher education,Tourism,0,2,46000,Married,0,0,1562,0
12,29000,5,40,male,Higher education,Computers,1,2,46000,Married,1,0,1690,0
12,21000,18,23,male,Higher education,Household appliances,0,2,26000,Another,2,1,1622,1
4,163000,24,60,male,Secondary special education,Construction Materials,0,2,43000,Another,1,1,439,1
11,47000,10,21,female,Secondary special education,Household appliances,0,2,46000,Married,1,1,1563,0
5,137000,18,37,male,Higher education,Household appliances,0,2,71000,Another,1,0,601,0
10,17000,6,25,female,Secondary special education,Cell phones,0,2,28000,Married,1,0,1253,0
1,41000,15,40,male,Higher education,Tourism,1,2,26000,Married,0,1,104,0
4,25000,36,20,male,Incomplete higher education,Clothing,0,2,36000,Another,3,0,435,0
11,18500,10,22,male,Higher education,Jewelry,0,1,34000,Another,3,1,1547,1
11,19000,10,43,male,Secondary special education,Furniture,1,2,29000,Married,3,0,1461,0
11,19500,12,44,male,Secondary special education,Cell phones,1,2,16000,Another,1,1,1538,0
10,23000,12,33,male,Secondary education,Computers,0,2,22000,Another,2,1,1297,0
3,6000,6,46,female,Secondary special education,Cell phones,1,2,31000,Another,3,0,377,0
6,20000,12,20,male,Secondary special education,Computers,0,2,26000,Another,2,1,772,0
5,36000,12,28,female,Secondary special education,Auto,0,2,51000,Another,0,1,670,0
4,21500,12,68,male,Higher education,Medical services,1,2,14000,Another,2,0,577,0
3,9500,6,58,male,Secondary special education,Cell phones,0,2,21000,Married,1,0,391,0
7,21000,6,28,female,Secondary education,Cell phones,0,2,41000,Married,0,0,941,0
8,25000,12,54,male,Higher education,Household appliances,0,2,19000,Another,3,0,1051,0
5,7500,6,37,male,Secondary special education,Clothing,1,2,21000,Another,0,0,640,0
10,32000,8,34,female,Higher education,Household appliances,0,0,51000,Another,1,1,1220,0
12,52000,15,50,female,Higher education,Furniture,1,0,61000,Married,3,1,1619,0
3,11000,15,36,male,Secondary special education,Household appliances,1,2,11000,Married,1,0,371,0
8,27000,24,21,male,Incomplete higher education,Household appliances,1,2,21000,Another,2,1,1004,0
2,13500,6,24,female,Higher education,Construction Materials,0,2,21000,Another,0,1,175,0
9,15000,6,55,male,Higher education,Computers,1,2,41000,Another,0,0,1141,0
10,27500,12,24,female,Secondary special education,Cell phones,0,2,33000,Married,1,0,1204,0
10,28000,12,30,male,Higher education,Household appliances,1,0,31000,Another,2,0,1363,0
10,25000,14,23,male,Higher education,Cell phones,0,0,36000,Another,1,0,1247,0
10,40000,3,46,female,Higher education,Windows & Doors,1,0,51000,Another,1,1,1367,0
3,44000,12,41,female,Secondary special education,Computers,1,2,81000,Married,0,1,408,0
7,28000,12,24,male,Higher education,Cell phones,0,2,31000,Married,1,1,906,0
12,21000,12,21,female,Secondary special education,Household appliances,0,2,21000,Married,2,1,1617,0
4,7000,6,21,male,Incomplete higher education,Cell phones,0,0,38000,Married,1,1,461,0
9,21000,12,54,female,Higher education,Household appliances,0,2,26000,Another,3,0,1191,0
3,14000,6,20,female,Secondary special education,Cell phones,0,2,21000,Another,2,1,385,0
3,16500,8,65,male,Secondary special education,Household appliances,1,2,16000,Another,1,1,339,0
4,28500,12,38,male,Higher education,Household appliances,1,0,36000,Another,1,0,503,0
9,27500,12,23,male,Secondary special education,Household appliances,0,1,28000,Married,1,1,1170,0
2,10500,12,32,male,Secondary special education,Cell phones,0,2,31000,Married,0,1,211,0
11,112000,12,29,female,Higher education,Furniture,1,0,71000,Another,0,1,1526,0
10,38000,24,77,male,Higher education,Medical services,1,1,31000,Married,0,0,1254,0
8,27500,6,42,male,Secondary special education,Household appliances,1,2,31000,Unmarried,3,1,1050,0
2,14500,10,22,male,Secondary special education,Computers,0,2,26000,Another,1,0,256,0
12,38000,10,54,male,Secondary special education,Audio & Video,0,2,44000,Another,0,1,1694,0
4,32500,24,26,female,Incomplete higher education,Household appliances,0,0,121000,Another,1,0,520,0
8,18000,12,62,female,Secondary special education,Household appliances,1,2,9000,Another,1,1,1003,0
9,7000,12,37,male,Secondary special education,Cell phones,1,0,31000,Another,3,1,1167,0
2,29000,11,25,male,Higher education,Fitness,0,0,56000,Married,1,1,205,0
10,26500,10,26,female,Secondary education,Cell phones,0,0,31000,Another,0,0,1259,1
12,37500,24,67,female,Higher education,Computers,1,2,46000,Another,3,0,1654,0
5,6500,6,32,male,Higher education,Cell phones,1,2,31000,Another,2,1,609,0
6,42000,6,44,male,Secondary special education,Household appliances,0,2,36000,Married,1,0,751,0
10,14500,6,49,male,Secondary education,Household appliances,0,2,21000,Another,0,1,1257,0
3,15500,12,31,male,Incomplete higher education,Cell phones,1,2,21000,Another,0,1,404,0
10,21500,4,39,female,Higher education,Computers,1,2,151000,Another,0,0,1271,0
4,9500,3,32,male,Higher education,Household appliances,1,2,36000,Another,0,1,536,0
6,18000,18,39,male,Secondary special education,Cell phones,1,2,18000,Another,2,0,693,0
5,14000,12,63,male,Secondary special education,Medical services,0,2,16000,Married,0,1,678,0
5,13000,6,25,female,Secondary special education,Cell phones,0,2,31000,Another,2,1,559,0
7,47500,18,48,male,Higher education,Cosmetics and beauty services,0,1,39000,Another,1,1,853,0
12,30500,4,33,female,Secondary special education,Household appliances,0,2,101000,Another,1,0,1664,0
9,37000,12,50,female,Secondary special education,Furniture,0,2,21000,Another,3,1,1239,0
10,13000,6,21,female,Secondary special education,Cell phones,0,2,26000,Married,0,1,1256,1
3,32000,24,47,male,Secondary special education,Household appliances,1,2,33000,Unmarried,0,1,443,0
3,40000,10,22,male,Secondary special education,Computers,0,2,61000,Another,1,0,337,0
7,57000,8,26,female,Higher education,Furniture,1,2,31000,Another,4,1,895,0
6,28000,24,31,female,Higher education,Household appliances,0,1,101000,Married,2,0,770,0
4,15000,10,34,male,Secondary special education,Furniture,0,2,19000,Another,1,0,448,0
4,5000,6,24,male,Secondary special education,Cell phones,1,2,11000,Another,2,1,473,0
7,8000,8,31,female,Secondary special education,Computers,0,2,31000,Another,0,0,924,0
12,25000,6,41,male,Higher education,Furniture,1,2,31000,Another,3,0,1648,0
11,46000,10,24,male,Higher education,Household appliances,0,0,46000,Another,0,1,1452,0
1,29000,18,29,female,Secondary special education,Household appliances,0,2,31000,Another,0,1,118,1
5,57000,15,33,female,Higher education,Tourism,1,2,41000,Another,0,1,650,0
2,8000,6,29,female,Higher education,Household appliances,0,0,31000,Another,1,0,254,0
8,29500,6,21,female,Incomplete higher education,Cell phones,0,2,33000,Unmarried,0,1,1034,0
5,85500,15,44,female,Secondary special education,Furniture,1,2,41000,Another,1,0,608,0
8,27500,9,38,female,Higher education,Computers,1,0,81000,Another,0,1,1071,0
10,16000,8,34,female,Secondary special education,Medical services,1,2,31000,Married,1,0,1246,0
10,11500,12,23,male,Higher education,Computers,0,2,19000,Another,2,1,1323,0
4,20000,6,40,female,Higher education,Fitness,1,2,36000,Another,1,0,491,0
10,27000,10,27,male,Incomplete higher education,Furniture,0,0,61000,Another,0,0,1261,0
4,16000,12,46,male,Secondary special education,Furniture,1,2,20000,Another,1,0,597,0
11,103000,15,68,male,Secondary special education,Furniture,0,2,33000,Married,0,1,1469,0
10,12000,12,36,male,Secondary special education,Cell phones,1,1,31000,Another,1,0,1300,0
11,15000,6,54,male,Higher education,Fitness,1,2,26000,Another,1,0,1445,0
11,16000,12,36,female,Secondary special education,Cell phones,1,2,31000,Another,1,1,1403,0
10,60500,10,29,female,Incomplete higher education,Clothing,1,0,51000,Another,2,0,1231,0
3,14500,12,40,female,Secondary special education,Cell phones,0,2,46000,Married,1,1,379,1
3,11000,18,23,female,Secondary special education,Jewelry,0,2,24000,Unmarried,2,1,312,0
11,23000,6,21,female,Secondary special education,Household appliances,0,2,41000,Another,0,0,1550,0
7,22000,8,24,female,Higher education,Household appliances,0,2,51000,Another,1,1,844,0
2,22500,12,21,male,Secondary special education,Computers,1,2,26000,Another,0,1,195,0
10,16000,10,27,male,Secondary special education,Furniture,0,2,30000,Another,1,1,1315,0
10,21500,3,29,female,Secondary special education,Household appliances,0,2,36000,Another,0,1,1221,0
3,17000,10,35,female,Secondary special education,Household appliances,1,2,21000,Married,2,1,356,0
2,12500,6,53,male,Secondary education,Household appliances,1,2,13000,Another,3,1,169,0
1,25000,6,30,female,Higher education,Cell phones,1,2,41000,Another,1,0,26,0
6,24500,12,23,male,Higher education,Computers,0,2,24000,Another,0,0,714,0
1,37000,15,32,male,Higher education,Furniture,1,2,36000,Another,0,1,100,1
2,28000,12,24,female,Secondary education,Cell phones,0,2,51000,Unmarried,0,0,273,0
8,60000,24,30,male,Higher education,Household appliances,1,2,22000,Another,0,1,1061,0
3,11000,12,29,male,Secondary education,Cell phones,1,2,11000,Another,1,1,336,1
8,45000,18,30,male,Secondary special education,Cosmetics and beauty services,1,2,26000,Another,2,0,1067,0
5,38000,12,53,female,Secondary special education,Household appliances,0,2,41000,Married,0,1,603,0
12,22500,12,24,female,PhD degree,Household appliances,1,2,36000,Another,2,1,1597,0
12,11000,6,38,female,Secondary special education,Household appliances,1,2,16000,Another,2,1,1709,0
12,14000,12,23,female,Higher education,Cell phones,0,0,51000,Another,2,0,1676,0
8,28000,18,54,female,Secondary education,Household appliances,1,2,16000,Another,1,1,1028,0
6,13500,12,24,female,Secondary special education,Computers,0,2,31000,Another,1,1,757,0
12,28000,10,73,male,Secondary special education,Household appliances,0,2,28000,Another,0,0,1637,0
2,22000,24,32,female,Higher education,Household appliances,1,2,23000,Another,1,0,272,0
11,19000,12,32,female,Secondary special education,Household appliances,1,2,26000,Married,0,1,1480,0
3,27000,12,55,male,Secondary special education,Household appliances,0,2,33000,Another,1,1,397,0
1,32500,24,47,female,Secondary special education,Furniture,0,2,26000,Married,0,1,6,0
8,31500,18,61,female,Higher education,Cell phones,1,2,37000,Another,2,1,1085,0
12,8500,12,30,female,Secondary special education,Cell phones,0,2,31000,Another,1,1,1578,0
1,116000,18,33,female,Higher education,Clothing,1,2,36000,Married,3,1,111,0
9,42000,8,26,female,Secondary education,Windows & Doors,0,2,26000,Another,2,1,1136,0
11,11000,12,21,female,Secondary special education,Jewelry,0,2,31000,Another,1,0,1504,0
7,77000,18,47,male,Higher education,Training,0,0,66000,Married,0,0,931,0
1,14500,9,20,male,Incomplete higher education,Household appliances,0,2,16000,Married,0,1,121,0
8,13000,10,32,female,Secondary special education,Household appliances,1,2,36000,Another,0,1,990,0
12,11000,12,41,female,Secondary education,Cell phones,0,2,16000,Another,0,1,1708,0
6,11000,12,30,male,Higher education,Furniture,0,2,21000,Married,2,1,746,0
10,10000,12,27,female,Higher education,Household appliances,1,2,31000,Married,0,1,1303,0
1,31000,12,34,female,Higher education,Computers,0,0,71000,Another,2,1,87,0
8,21500,10,70,female,Secondary special education,Construction Materials,0,2,22000,Another,1,1,997,0
3,7500,12,24,female,Secondary special education,Cell phones,0,2,21000,Another,2,1,322,0
7,8500,12,24,female,Secondary special education,Cell phones,0,2,25000,Unmarried,0,1,903,0
12,91000,36,32,male,Higher education,Clothing,0,2,41000,Another,1,0,1712,0
1,18500,6,38,male,Higher education,Clothing,1,2,36000,Another,0,1,29,0
1,62000,12,62,male,Higher education,Clothing,0,0,41000,Another,3,1,28,0
11,5500,6,43,female,Secondary special education,Cell phones,0,2,23000,Another,1,0,1426,0
10,186500,36,65,male,Secondary special education,Furniture,0,2,21000,Another,0,1,1205,0
2,9000,3,27,male,Higher education,Household appliances,1,2,26000,Another,1,0,257,0
8,13000,6,30,male,Higher education,Clothing,1,2,26000,Unmarried,1,0,1075,0
2,20000,3,39,male,Higher education,Medical services,1,2,26000,Married,0,1,265,0
1,6500,6,34,female,Secondary special education,Cell phones,0,2,26000,Married,0,0,124,1
10,27000,12,35,male,Higher education,Computers,0,2,41000,Another,1,0,1355,0
1,29500,12,35,female,Secondary education,Cell phones,0,2,26000,Another,0,1,97,0
11,14000,12,33,female,Secondary special education,Computers,1,2,21000,Married,3,1,1392,0
6,12500,12,43,female,Higher education,Household appliances,1,2,31000,Another,1,1,711,0
10,6500,3,24,female,Secondary special education,Household appliances,1,2,26000,Another,2,0,1298,0
11,19500,10,41,female,Secondary special education,Cell phones,1,2,36000,Married,1,0,1385,0
3,25000,10,23,female,Secondary special education,Household appliances,1,2,46000,Married,1,0,305,0
6,40000,12,64,male,Secondary special education,Furniture,0,2,18000,Unmarried,1,0,704,0
7,14500,10,20,male,Secondary special education,Cell phones,0,2,18000,Another,0,0,832,0
1,8000,3,23,male,Higher education,Computers,0,2,21000,Another,0,1,7,0
7,25000,24,65,female,Secondary special education,Household appliances,0,2,18000,Married,1,0,836,0
7,23000,6,39,male,Secondary education,Jewelry,1,2,26000,Another,2,1,940,0
10,9000,6,24,female,Higher education,Computers,1,0,61000,Another,1,1,1311,0
11,9000,8,22,male,Secondary special education,Household appliances,0,2,24000,Married,0,0,1543,0
6,30000,18,26,male,Secondary special education,Cell phones,1,2,33000,Another,1,1,706,1
7,20500,24,36,male,Higher education,Computers,1,2,31000,Another,2,0,799,0
10,101000,36,55,male,Secondary special education,Boats,1,2,36000,Another,0,0,1330,0
7,13500,12,21,male,Secondary special education,Cell phones,0,2,26000,Married,0,1,898,0
8,13000,12,23,male,Secondary special education,Household appliances,1,2,16000,Married,1,1,991,1
10,16000,3,53,male,Secondary special education,Clothing,0,2,16000,Another,3,1,1244,1
6,44000,12,40,male,Higher education,Cosmetics and beauty services,0,0,41000,Another,1,0,685,0
10,47000,3,54,male,Higher education,Clothing,1,2,56000,Married,0,1,1347,0
11,24000,12,64,female,Secondary special education,Household appliances,0,2,16000,Married,1,0,1430,1
8,17500,12,33,female,Higher education,Household appliances,1,0,31000,Another,3,1,1017,0
10,20500,6,33,female,Secondary special education,Cell phones,1,2,46000,Married,3,1,1278,0
11,10000,6,24,female,Secondary special education,Clothing,0,2,26000,Married,0,0,1490,0
3,27000,24,27,male,Higher education,Computers,0,0,41000,Another,0,0,340,0
10,16000,4,25,female,Secondary special education,Furniture,0,2,16000,Another,0,1,1337,0
1,43000,6,22,male,Incomplete higher education,Clothing,0,0,31000,Another,3,1,91,0
11,86500,24,49,male,Higher education,Cosmetics and beauty services,0,1,29000,Married,0,0,1540,0
11,12000,3,27,female,Higher education,Cell phones,1,2,34000,Another,1,0,1425,0
8,14000,12,33,female,Secondary special education,Jewelry,0,2,51000,Another,0,0,1070,0
12,31500,12,29,female,Secondary special education,Cell phones,0,2,51000,Married,1,1,1684,0
11,18000,10,49,male,Higher education,Furniture,0,2,21000,Married,0,0,1485,0
2,27500,12,26,female,Secondary education,Household appliances,0,2,29000,Another,0,1,199,0
5,18000,12,53,male,Secondary special education,Furniture,1,0,31000,Another,4,1,550,0
9,116000,24,39,male,Secondary special education,Cosmetics and beauty services,1,0,71000,Another,1,1,1178,0
1,35000,12,28,male,Higher education,Cell phones,1,1,34000,Another,1,1,57,0
6,66000,15,26,female,Secondary special education,Tourism,0,2,78000,Another,1,0,778,0
4,37000,4,29,male,Higher education,Furniture,0,2,41000,Another,0,0,565,0
4,141500,36,55,male,Secondary special education,Medical services,1,2,46000,Another,1,1,582,0
4,25000,12,35,female,Secondary special education,Household appliances,0,2,26000,Another,1,0,464,0
11,33500,12,53,female,Secondary education,Furniture,0,2,19000,Another,3,1,1482,0
2,165000,12,48,female,Secondary special education,Furniture,0,2,51000,Another,3,1,167,0
7,8500,12,24,female,Secondary special education,Cell phones,0,2,26000,Another,1,1,907,0
6,29000,12,32,female,Secondary special education,Computers,1,2,36000,Another,0,1,758,0
11,8000,3,22,female,Higher education,Auto,0,2,41000,Another,1,1,1460,0
12,30000,18,30,male,Higher education,Household appliances,0,0,101000,Married,1,0,1663,0
9,6000,12,30,male,Secondary special education,Cell phones,0,2,11000,Another,1,1,1145,0
11,157000,36,24,female,Higher education,Boats,0,2,39000,Another,2,1,1443,0
8,11500,6,73,male,Secondary special education,Household appliances,0,2,13000,Married,3,0,1043,0
8,15000,12,37,male,Incomplete higher education,Household appliances,1,2,16000,Another,0,0,987,0
6,10000,3,29,male,Secondary special education,Cell phones,1,2,23000,Married,0,1,700,0
8,5000,6,38,female,Secondary special education,Cell phones,0,2,16000,Another,1,0,964,0
11,34500,7,45,male,Secondary special education,Clothing,1,2,26000,Another,0,1,1532,0
9,13000,6,39,male,Secondary special education,Household appliances,1,2,41000,Another,3,0,1225,0
9,111500,10,50,male,Secondary education,Furniture,0,0,81000,Married,0,0,1168,0
7,14500,6,33,male,Secondary special education,Computers,0,2,19000,Unmarried,0,0,935,0
11,67000,24,39,female,Higher education,Cosmetics and beauty services,0,0,101000,Another,3,0,1466,0
12,30500,10,25,female,Incomplete higher education,Cell phones,0,2,41000,Another,2,1,1722,1
7,7000,12,20,male,Secondary special education,Cell phones,0,2,6000,Married,2,1,928,0
3,24500,12,56,male,Secondary education,Cell phones,0,2,36000,Married,1,0,418,1
6,29000,12,31,male,Secondary education,Tourism,1,2,31000,Another,0,0,749,0
2,15000,6,28,male,Higher education,Household appliances,0,2,26000,Married,1,0,207,0
8,13000,3,42,male,Higher education,Household appliances,0,0,41000,Another,1,1,1014,0
5,13500,12,43,male,Secondary special education,Medical services,1,2,31000,Married,2,1,616,0
4,56000,16,28,male,Secondary special education,Household appliances,0,2,31000,Another,1,1,456,1
9,16500,6,44,female,Secondary special education,Windows & Doors,1,2,48000,Another,2,0,1156,0
12,10500,12,35,female,Secondary special education,Cell phones,0,2,28000,Another,0,1,1584,1
5,17000,18,32,female,Higher education,Cell phones,1,2,21000,Another,1,0,666,0
12,28000,12,63,male,Secondary education,Computers,0,2,19000,Unmarried,0,0,1609,0
9,7000,3,27,male,PhD degree,Clothing,0,2,31000,Another,1,0,1176,0
3,10500,6,31,female,Higher education,Cell phones,1,2,51000,Another,1,1,329,0
1,53500,18,47,male,Higher education,Medical services,0,0,21000,Another,1,1,131,0
8,7000,6,58,female,Secondary special education,Computers,1,2,21000,Married,3,0,1057,0
4,22000,12,28,female,Incomplete higher education,Household appliances,1,2,26000,Another,2,0,425,0
1,8000,12,31,male,Secondary special education,Cell phones,0,2,20000,Another,1,1,92,0
11,8500,12,29,female,Higher education,Computers,1,2,24000,Another,0,1,1542,0
3,9500,6,45,male,Secondary special education,Cell phones,0,2,16000,Another,1,1,368,0
2,8000,10,29,male,Secondary special education,Cell phones,1,2,31000,Married,1,0,245,0
